20.6053	26.4641	30.4136	34.7908	41.5851	54.358	
15.9427	22.3098	27.8753	34.5072	44.3225	59.8684	
14.137	19.7131	25.0068	31.6173	41.6741	58.0142	
14.0233	17.9392	21.3322	25.6695	32.9637	47.6858	
